pos	ancestry_ds1
83324	1.002
83359	1.002
83496	1.002
83668	1.002
83773	1.002
83892	1.002
83934	1.002
84050	1.002
84097	1.002
84212	1.002
84352	0.9787440000000001
84370	0.97312
84468	0.967234
84706	0.962
84716	0.962
84800	0.962
84928	0.962
84934	0.962
84945	0.962
84968	0.962
84987	0.962
85031	0.962
85043	0.962
85183	0.962
85290	0.962
85328	0.962
85420	0.962
85429	0.962
85443	0.962
85457	0.962
85526	0.962
85571	0.962
85596	0.962
85658	0.962
85678	0.962
85918	0.962
86085	0.962
86215	0.962
86295	0.962
86305	0.962
86716	0.962
86870	0.962
86875	0.962
86906	0.962
87073	0.962
87084	0.962
87094	0.962
87099	0.962
87292	0.962
87312	0.962
87339	0.962
87380	0.962
87422	0.962
87423	0.962
87532	0.962
87727	0.962
87765	0.962
87783	0.962
87812	0.962
87855	0.962
87897	0.962
87913	0.962
88064	0.962
88216	0.962
88223	0.962
88467	0.962
88906	0.962
89027	0.962
89167	0.962
89277	0.962
89306	0.962
89364	0.962
89464	0.962
89629	0.962
89652	0.962
89673	0.962
89729	0.962
89773	0.962
89793	0.962
89884	0.962
90016	0.962
90326	0.962
90330	0.962
90527	0.962
90540	0.962
90754	0.962
90804	0.962
90889	0.962
90912	0.962
90940	0.962968
90969	0.96372
91062	0.965674
91099	0.969474
91284	0.975476
91294	0.9863460000000001
91368	0.98721
91384	0.991636
91447	0.99677
91457	1.002
91480	1.002
91488	1.002
91571	1.002
91582	1.002
91599	1.002
91787	1.002
91806	1.002
91908	1.002
91942	1.002
92031	1.002
92034	1.002
92261	1.002
92284	1.002
92409	1.002
92414	1.002
92447	1.002
92484	1.002
92569	1.002
92766	1.002
92832	1.002
92883	1.002
93009	1.002
93041	1.002
93067	1.002
93096	1.002
93119	1.002
93170	1.002
93211	1.002
93401	1.002
93423	1.002
93552	1.002
93573	1.002
93665	1.002
94218	1.002
94362	1.002
94424	1.002
94626	1.002
94655	1.002
94735	1.002
94750	1.002
94917	1.002
95006	1.002
95096	1.002
95211	1.002
95212	1.002
95295	1.002
95317	1.002
95370	1.002
95418	1.002
95439	1.002
95719	1.002
95776	1.002
95789	1.002
95807	1.002
95915	1.002
95929	1.002
96122	1.002
96154	1.002
96387	1.002
96573	1.002
96589	1.002
96604	1.002
96655	1.002
96679	1.002
96747	1.002
96850	1.002
96899	1.002
96924	1.002
96942	1.002
97123	1.002
97187	1.002
97255	1.002
97301	1.002
97390	1.002
97473	1.002
97782	1.002
97983	1.002
98112	1.002
98263	1.002
98307	1.002
98322	1.002
98330	1.002
98404	1.002
98415	1.002
98556	1.002
98568	1.002
98601	1.002
98734	1.002
98740	1.002
98784	1.002
98829	1.002
98843	1.002
99034	1.002
99220	1.002
99246	1.002
99431	1.002
99548	1.002
99615	1.002
99787	1.002
100049	1.002
100130	1.002
100200	1.002
100317	1.002
100569	1.002
100707	1.002
100766	1.002
100791	1.002
100835	1.002
100954	1.002
100958	1.002
101093	1.002
101127	1.002
101162	1.002
101255	1.002
101793	1.002
101867	1.002
101943	1.002
102170	1.002
102283	1.002
102395	1.002
102424	1.002
102431	1.002
102566	1.002
102631	1.002
102669	1.002
102699	1.002
102875	1.002
102987	1.002
103092	1.002
103103	1.002
103217	1.002
103384	1.002
103438	1.002
103474	1.002
103564	1.002
103682	1.002
103845	1.002
103891	1.002
103929	1.002
104014	1.002
104049	1.002
104125	1.002
104358	1.002
104402	1.002
104498	1.002
104553	1.002
104571	1.002
104591	1.002
104645	1.002
104662	1.002
104813	1.002
104842	1.002
104932	1.002
105000	1.002
105090	1.002
105345	1.002
105435	1.002
105450	1.002
105650	1.002
105672	1.002
105829	1.002
105869	1.002
105883	1.002
106064	1.002
106224	1.002
106483	1.002
106495	1.002
106606	1.002
106814	1.002
106963	1.002
107052	1.002
107087	1.002
107089	1.002
107221	1.002
107258	1.002
107285	1.002
107295	1.002
107346	1.002
107366	1.002
107389	1.002
107439	1.002
107477	1.002
107568	1.002
107751	1.002
107809	1.002
107887	1.002
107957	1.002
107998	1.002
108025	1.002
108157	1.002
108273	1.002
108382	1.002
108399	1.002
108406	1.002
109093	1.002
109142	1.002
109167	1.002
109195	1.002
109302	1.002
109349	1.002
109491	1.002
109693	1.002
109734	1.002
109833	1.002
109838	1.002
109842	1.002
110082	1.002
110171	1.002
110291	1.002
110398	1.002
110422	1.002
110495	1.002
110585	1.002
110701	1.002
110919	1.002
110942	1.002
110976	1.002
110979	1.002
111097	1.002
111158	1.002
111267	1.002
111270	1.002
111344	1.002
111372	1.002
111446	1.002
111504	1.002
111557	1.002
111573	1.002
111602	1.002
111610	1.002
111646	1.002
111695	1.002
111737	1.002
111773	1.002
111804	1.002
111831	1.002
111856	1.002
111891	1.002
111904	1.002
112006	1.002
112317	1.002
112495	1.002
112549	1.002
112556	1.002
112567	1.002
112604	1.002
112613	1.002
112892	1.002
112981	1.002
112984	1.002
113024	1.002
113068	1.002
113072	1.002
113236	1.002
113360	1.002
113460	1.002
113565	1.002
113606	1.002
113821	1.002
113840	1.002
113862	1.002
113971	1.002
113972	1.002
114036	1.002
114117	1.002
114178	1.002
114183	1.002
114216	1.002
114362	1.002
114640	1.002
114657	1.002
114917	1.002
114922	1.002
114999	1.002
115041	1.002
115073	1.002
115076	1.002
115079	1.002
115112	1.002
115243	1.002
115290	1.002
115398	1.002
115601	1.002
115634	1.002
115703	1.002
115774	1.002
115877	1.002
115896	1.002
115935	1.002
115981	1.002
116044	1.002
116065	1.002
116301	1.002
116362	1.002
116553	1.002
116680	1.002
116750	1.002
116866	1.002
116874	1.002
116988	1.002
117005	1.002
117092	1.002
117234	1.002
117435	1.002
117506	1.002
117591	1.002
117686	1.002
117782	1.002
117786	1.002
117788	1.002
117908	1.002
118093	1.002
118410	1.002
118483	1.002
118488	1.002
118548	1.002
118694	1.002
118806	1.002
118823	1.002
118844	1.002
118845	1.002
118963	1.002
118977	1.002
118989	1.002
119152	1.002
119192	1.002
119195	1.002
119534	1.002
119596	1.002
119678	1.002
119852	1.002
119957	1.002
119992	1.002
120132	1.002
120139	1.002
120177	0.99677
120199	0.990968
120270	0.984172
120318	0.98272
120365	0.982528
120507	0.98235
120684	0.982178
120780	0.982
120784	0.982
120923	0.982
121055	0.982
121391	0.982
121406	0.982
121410	0.982
121591	0.982
121810	0.982
122102	0.982
122257	0.982
122318	0.982
122470	0.982
122490	0.982
122507	0.982
122550	0.982
122559	0.982
122584	0.982
122614	0.982
122705	0.982
122784	0.982
122948	0.982
123034	0.982
123145	0.982
123301	0.982
123357	0.982
123424	0.982
123481	0.982
123637	0.982
123655	0.982
123768	0.982
123848	0.980382
123888	0.978112
124235	0.975822
124411	0.973428
124473	0.971076
124634	0.968152
124693	0.962002
124742	0.962
124767	0.962
124791	0.962
124795	0.962
125124	0.962
125184	0.962
125216	0.962
125292	0.962
125346	0.962
125701	0.962
125757	0.962
125815	0.962
125830	0.962
125973	0.962
126081	0.962
126085	0.962
126144	0.962
126168	0.962
126249	0.962
126283	0.962
126287	0.962
126321	0.962
126427	0.962
126472	0.962
126804	0.962
126870	0.962
126878	0.962
126953	0.962
127066	0.962
127125	0.962
127218	0.962
127423	0.962
127451	0.962
127479	0.962
127611	0.962
127629	0.962
127705	0.962
127745	0.962
127756	0.962
127858	0.962
127949	0.962
128041	0.962
128192	0.962
128396	0.962
128465	0.962
128681	0.962
128775	0.962
128809	0.962
128830	0.962
128945	0.962
129000	0.962
129006	0.962
129078	0.962
129104	0.962
129148	0.962
129203	0.962
129353	0.962
129447	0.962
129603	0.962
129687	0.962
129853	0.962
129921	0.962
129997	0.962
130018	0.962
130093	0.962
130106	0.962
130267	0.962
130333	0.962
130514	0.962
130611	0.962
130612	0.962
130864	0.962
130977	0.962
131169	0.962
131214	0.962
131238	0.962
131332	0.962
131362	0.962
131369	0.962
131485	0.962
131569	0.962
131575	0.962
131578	0.962
131817	0.962
131964	0.962
132058	0.962
132215	0.962
132657	0.962
132772	0.962
133360	0.962
133515	0.962
133600	0.962
133740	0.962
133935	0.962
133996	0.962
134037	0.962
134063	0.962
134229	0.962
134619	0.962
134675	0.962
134779	0.962
134787	0.962
134927	0.962
135060	0.962
135301	0.962
135303	0.962
135377	0.962
135480	0.962
135486	0.962
135503	0.962
135555	0.962
135737	0.962
135929	0.962
136011	0.962
136026	0.962
136194	0.962
136452	0.962
136552	0.962
136579	0.962
136591	0.962
136685	0.962
136740	0.962
136800	0.962
136801	0.962
137050	0.962
137051	0.962
137058	0.962
137173	0.962
137393	0.962
137432	0.962
137543	0.962
137588	0.962
137841	0.962
137964	0.962
137970	0.962
138048	0.962
138068	0.962
138111	0.962
138217	0.962
138294	0.962
138485	0.962
138577	0.962
138596	0.962
138631	0.962
138751	0.962
138795	0.962
138818	0.962
138823	0.962
138864	0.962
138980	0.962
138995	0.962
139065	0.962
139260	0.962
139502	0.962
139506	0.962
139521	0.962
139606	0.962
139697	0.962
139702	0.962
139706	0.962
139735	0.962
139782	0.962
140267	0.962
140387	0.962
140471	0.962
140504	0.962
140518	0.962
140586	0.962
140627	0.962
140778	0.962
140891	0.962
140946	0.962
141050	0.962
141193	0.962
141221	0.962
141247	0.962
141464	0.962
141560	0.962
141608	0.962
141612	0.962
141627	0.962
141764	0.962
141889	0.962
141906	0.962
141922	0.962
141939	0.962
142000	0.962
142172	0.962
142200	0.962
142201	0.962
142445	0.962
142651	0.962
142660	0.962
142687	0.962
142689	0.962
142790	0.962
142913	0.962
143270	0.962
143334	0.962
143388	0.962
143591	0.962
143613	0.962
143698	0.962
143868	0.962
143992	0.962
144011	0.962
144349	0.962
144407	0.962
144558	0.962
144566	0.962
144690	0.962
144803	0.962
144806	0.962
144832	0.962
144850	0.962
144868	0.962
144892	0.962
145101	0.962
145169	0.962
145219	0.962
145247	0.962
145380	0.962
145447	0.962
145678	0.962
145729	0.962
145805	0.962
145983	0.962
146013	0.962
146025	0.962
146083	0.962
146161	0.962
146219	0.962
146355	0.962
146530	0.962
146574	0.962
146582	0.962
146601	0.962
146703	0.962
146817	0.962
146824	0.962
146826	0.962
146915	0.962
147014	0.962
147038	0.962
147078	0.962
147160	0.962
147216	0.962
147301	0.962
147635	0.962
147643	0.962
147885	0.962
148021	0.962
148077	0.962
148231	0.962
148363	0.962
148465	0.962
148503	0.962
148513	0.962
148622	0.962
148920	0.962
148925	0.962
148989	0.962
149006	0.962
149230	0.962
149398	0.962
149844	0.962
149961	0.962
150007	0.962
150074	0.962
150152	0.962
150343	0.962
150456	0.962
150507	0.962
150630	0.962
150651	0.962
150768	0.962
150855	0.962
150922	0.962
150933	0.962
150934	0.962
151103	0.962
151114	0.962
151268	0.962
151398	0.962
151418	0.962
151561	0.962
151568	0.962
151592	0.962
151607	0.962
151725	0.962
151758	0.962
151869	0.962
152266	0.962
152341	0.962
152366	0.962
152815	0.962
152901	0.962
152945	0.962
153029	0.962
153047	0.962
153049	0.962
153096	0.962
153250	0.962
153345	0.962
153499	0.962
153528	0.962
153780	0.962
153785	0.962
153789	0.962
153824	0.962
153881	0.962
154065	0.962
154203	0.962
154213	0.962
154216	0.962
154256	0.962
154289	0.962
154536	0.962
154853	0.962
154983	0.962
155012	0.962
155124	0.962
155147	0.962
155375	0.962
155407	0.962
155523	0.962
155660	0.962
155682	0.962
155701	0.962
155703	0.962
155707	0.962
156164	0.962
156238	0.962
156389	0.962
156405	0.962
156626	0.962
156743	0.962
156819	0.962
156853	0.962
156862	0.962
156876	0.962
156887	0.962
157041	0.962
157082	0.962
157100	0.962
157199	0.962
157212	0.962
157307	0.962
157445	0.962
157546	0.962
157596	0.962
157998	0.962
158064	0.962
158194	0.962
158301	0.962
158570	0.962
158641	0.962
158699	0.962
159028	0.962
159058	0.962
159069	0.962
159070	0.962
159134	0.962
159176	0.962
159179	0.962
159310	0.962
159408	0.962
159701	0.962
159783	0.962
159898	0.962
159924	0.962
159929	0.962
159941	0.962
159969	0.962
160004	0.962
160153	0.962
160275	0.962
160308	0.962
160420	0.962
160569	0.962
160583	0.962
160630	0.962
160641	0.962
160725	0.962
160753	0.962
160878	0.962
160882	0.962
160887	0.962
161014	0.962
161034	0.962
161052	0.962
161056	0.962
161070	0.962
161116	0.962
161144	0.962
161176	0.962
161207	0.962
161241	0.962
161280	0.962
161369	0.962
161407	0.962
161593	0.962
161624	0.962
161761	0.962
161765	0.962
161911	0.962
161946	0.962
162242	0.962
162273	0.962
162335	0.962
162461	0.962
162526	0.962
162721	0.962
162844	0.962
162858	0.962
162883	0.962
162945	0.962
162971	0.962
163054	0.962
163321	0.962
163367	0.962
163378	0.962
163423	0.962
163472	0.962
163473	0.962
163527	0.962
163556	0.962
163942	0.962
164163	0.962
164342	0.962
164607	0.962
164653	0.962
164807	0.962
164847	0.962
164914	0.962
164920	0.962
165082	0.962
165222	0.962
165319	0.962
165510	0.962
165608	0.962
165686	0.962
165981	0.962
166063	0.962
166125	0.962
166274	0.962
166386	0.962
166388	0.962
166523	0.962
166762	0.962
166854	0.962
166968	0.962
167131	0.962
167436	0.962
167643	0.962
167706	0.962
167775	0.962
167867	0.962
167983	0.962
168058	0.962
168182	0.962
168220	0.962
168565	0.962
168575	0.962
168584	0.962
168756	0.962
168849	0.962
169124	0.962
169208	0.962
169562	0.962
169563	0.962
169689	0.962
169735	0.962
169762	0.962
169793	0.962
169832	0.962
170525	0.962
170693	0.962
170763	0.962
170998	0.962
171010	0.962
171078	0.962
171088	0.962
171140	0.962
171180	0.962
171188	0.962
171207	0.962
171275	0.962
171278	0.962
171337	0.962
171341	0.962
171374	0.962
171418	0.962
171486	0.962
171662	0.962
171727	0.962
171731	0.962
171736	0.962
171774	0.962
171795	0.962
171796	0.962
171808	0.962
171821	0.962
171827	0.962
171867	0.962
172079	0.962
172271	0.962
172286	0.962
172364	0.962
172407	0.962
172424	0.962
172804	0.962
172837	0.962
172842	0.962
172919	0.962
173096	0.962
