pos	ancestry_ds2
83324	0.998
83359	0.998
83496	0.998
83668	0.998
83773	0.998
83892	0.998
83934	0.998
84050	0.998
84097	0.998
84212	0.998
84352	1.021256
84370	1.02688
84468	1.032766
84706	1.038
84716	1.038
84800	1.038
84928	1.038
84934	1.038
84945	1.038
84968	1.038
84987	1.038
85031	1.038
85043	1.038
85183	1.038
85290	1.038
85328	1.038
85420	1.038
85429	1.038
85443	1.038
85457	1.038
85526	1.038
85571	1.038
85596	1.038
85658	1.038
85678	1.038
85918	1.038
86085	1.038
86215	1.038
86295	1.038
86305	1.038
86716	1.038
86870	1.038
86875	1.038
86906	1.038
87073	1.038
87084	1.038
87094	1.038
87099	1.038
87292	1.038
87312	1.038
87339	1.038
87380	1.038
87422	1.038
87423	1.038
87532	1.038
87727	1.038
87765	1.038
87783	1.038
87812	1.038
87855	1.038
87897	1.038
87913	1.038
88064	1.038
88216	1.038
88223	1.038
88467	1.038
88906	1.038
89027	1.038
89167	1.038
89277	1.038
89306	1.038
89364	1.038
89464	1.038
89629	1.038
89652	1.038
89673	1.038
89729	1.038
89773	1.038
89793	1.038
89884	1.038
90016	1.038
90326	1.038
90330	1.038
90527	1.038
90540	1.038
90754	1.038
90804	1.038
90889	1.038
90912	1.038
90940	1.037032
90969	1.03628
91062	1.034326
91099	1.030526
91284	1.024524
91294	1.013654
91368	1.01279
91384	1.008364
91447	1.00323
91457	0.998
91480	0.998
91488	0.998
91571	0.998
91582	0.998
91599	0.998
91787	0.998
91806	0.998
91908	0.998
91942	0.998
92031	0.998
92034	0.998
92261	0.998
92284	0.998
92409	0.998
92414	0.998
92447	0.998
92484	0.998
92569	0.998
92766	0.998
92832	0.998
92883	0.998
93009	0.998
93041	0.998
93067	0.998
93096	0.998
93119	0.998
93170	0.998
93211	0.998
93401	0.998
93423	0.998
93552	0.998
93573	0.998
93665	0.998
94218	0.998
94362	0.998
94424	0.998
94626	0.998
94655	0.998
94735	0.998
94750	0.998
94917	0.998
95006	0.998
95096	0.998
95211	0.998
95212	0.998
95295	0.998
95317	0.998
95370	0.998
95418	0.998
95439	0.998
95719	0.998
95776	0.998
95789	0.998
95807	0.998
95915	0.998
95929	0.998
96122	0.998
96154	0.998
96387	0.998
96573	0.998
96589	0.998
96604	0.998
96655	0.998
96679	0.998
96747	0.998
96850	0.998
96899	0.998
96924	0.998
96942	0.998
97123	0.998
97187	0.998
97255	0.998
97301	0.998
97390	0.998
97473	0.998
97782	0.998
97983	0.998
98112	0.998
98263	0.998
98307	0.998
98322	0.998
98330	0.998
98404	0.998
98415	0.998
98556	0.998
98568	0.998
98601	0.998
98734	0.998
98740	0.998
98784	0.998
98829	0.998
98843	0.998
99034	0.998
99220	0.998
99246	0.998
99431	0.998
99548	0.998
99615	0.998
99787	0.998
100049	0.998
100130	0.998
100200	0.998
100317	0.998
100569	0.998
100707	0.998
100766	0.998
100791	0.998
100835	0.998
100954	0.998
100958	0.998
101093	0.998
101127	0.998
101162	0.998
101255	0.998
101793	0.998
101867	0.998
101943	0.998
102170	0.998
102283	0.998
102395	0.998
102424	0.998
102431	0.998
102566	0.998
102631	0.998
102669	0.998
102699	0.998
102875	0.998
102987	0.998
103092	0.998
103103	0.998
103217	0.998
103384	0.998
103438	0.998
103474	0.998
103564	0.998
103682	0.998
103845	0.998
103891	0.998
103929	0.998
104014	0.998
104049	0.998
104125	0.998
104358	0.998
104402	0.998
104498	0.998
104553	0.998
104571	0.998
104591	0.998
104645	0.998
104662	0.998
104813	0.998
104842	0.998
104932	0.998
105000	0.998
105090	0.998
105345	0.998
105435	0.998
105450	0.998
105650	0.998
105672	0.998
105829	0.998
105869	0.998
105883	0.998
106064	0.998
106224	0.998
106483	0.998
106495	0.998
106606	0.998
106814	0.998
106963	0.998
107052	0.998
107087	0.998
107089	0.998
107221	0.998
107258	0.998
107285	0.998
107295	0.998
107346	0.998
107366	0.998
107389	0.998
107439	0.998
107477	0.998
107568	0.998
107751	0.998
107809	0.998
107887	0.998
107957	0.998
107998	0.998
108025	0.998
108157	0.998
108273	0.998
108382	0.998
108399	0.998
108406	0.998
109093	0.998
109142	0.998
109167	0.998
109195	0.998
109302	0.998
109349	0.998
109491	0.998
109693	0.998
109734	0.998
109833	0.998
109838	0.998
109842	0.998
110082	0.998
110171	0.998
110291	0.998
110398	0.998
110422	0.998
110495	0.998
110585	0.998
110701	0.998
110919	0.998
110942	0.998
110976	0.998
110979	0.998
111097	0.998
111158	0.998
111267	0.998
111270	0.998
111344	0.998
111372	0.998
111446	0.998
111504	0.998
111557	0.998
111573	0.998
111602	0.998
111610	0.998
111646	0.998
111695	0.998
111737	0.998
111773	0.998
111804	0.998
111831	0.998
111856	0.998
111891	0.998
111904	0.998
112006	0.998
112317	0.998
112495	0.998
112549	0.998
112556	0.998
112567	0.998
112604	0.998
112613	0.998
112892	0.998
112981	0.998
112984	0.998
113024	0.998
113068	0.998
113072	0.998
113236	0.998
113360	0.998
113460	0.998
113565	0.998
113606	0.998
113821	0.998
113840	0.998
113862	0.998
113971	0.998
113972	0.998
114036	0.998
114117	0.998
114178	0.998
114183	0.998
114216	0.998
114362	0.998
114640	0.998
114657	0.998
114917	0.998
114922	0.998
114999	0.998
115041	0.998
115073	0.998
115076	0.998
115079	0.998
115112	0.998
115243	0.998
115290	0.998
115398	0.998
115601	0.998
115634	0.998
115703	0.998
115774	0.998
115877	0.998
115896	0.998
115935	0.998
115981	0.998
116044	0.998
116065	0.998
116301	0.998
116362	0.998
116553	0.998
116680	0.998
116750	0.998
116866	0.998
116874	0.998
116988	0.998
117005	0.998
117092	0.998
117234	0.998
117435	0.998
117506	0.998
117591	0.998
117686	0.998
117782	0.998
117786	0.998
117788	0.998
117908	0.998
118093	0.998
118410	0.998
118483	0.998
118488	0.998
118548	0.998
118694	0.998
118806	0.998
118823	0.998
118844	0.998
118845	0.998
118963	0.998
118977	0.998
118989	0.998
119152	0.998
119192	0.998
119195	0.998
119534	0.998
119596	0.998
119678	0.998
119852	0.998
119957	0.998
119992	0.998
120132	0.998
120139	0.998
120177	1.00323
120199	1.009032
120270	1.015828
120318	1.01728
120365	1.017472
120507	1.01765
120684	1.017822
120780	1.018
120784	1.018
120923	1.018
121055	1.018
121391	1.018
121406	1.018
121410	1.018
121591	1.018
121810	1.018
122102	1.018
122257	1.018
122318	1.018
122470	1.018
122490	1.018
122507	1.018
122550	1.018
122559	1.018
122584	1.018
122614	1.018
122705	1.018
122784	1.018
122948	1.018
123034	1.018
123145	1.018
123301	1.018
123357	1.018
123424	1.018
123481	1.018
123637	1.018
123655	1.018
123768	1.018
123848	1.019618
123888	1.021888
124235	1.024178
124411	1.026572
124473	1.028924
124634	1.031848
124693	1.037998
124742	1.038
124767	1.038
124791	1.038
124795	1.038
125124	1.038
125184	1.038
125216	1.038
125292	1.038
125346	1.038
125701	1.038
125757	1.038
125815	1.038
125830	1.038
125973	1.038
126081	1.038
126085	1.038
126144	1.038
126168	1.038
126249	1.038
126283	1.038
126287	1.038
126321	1.038
126427	1.038
126472	1.038
126804	1.038
126870	1.038
126878	1.038
126953	1.038
127066	1.038
127125	1.038
127218	1.038
127423	1.038
127451	1.038
127479	1.038
127611	1.038
127629	1.038
127705	1.038
127745	1.038
127756	1.038
127858	1.038
127949	1.038
128041	1.038
128192	1.038
128396	1.038
128465	1.038
128681	1.038
128775	1.038
128809	1.038
128830	1.038
128945	1.038
129000	1.038
129006	1.038
129078	1.038
129104	1.038
129148	1.038
129203	1.038
129353	1.038
129447	1.038
129603	1.038
129687	1.038
129853	1.038
129921	1.038
129997	1.038
130018	1.038
130093	1.038
130106	1.038
130267	1.038
130333	1.038
130514	1.038
130611	1.038
130612	1.038
130864	1.038
130977	1.038
131169	1.038
131214	1.038
131238	1.038
131332	1.038
131362	1.038
131369	1.038
131485	1.038
131569	1.038
131575	1.038
131578	1.038
131817	1.038
131964	1.038
132058	1.038
132215	1.038
132657	1.038
132772	1.038
133360	1.038
133515	1.038
133600	1.038
133740	1.038
133935	1.038
133996	1.038
134037	1.038
134063	1.038
134229	1.038
134619	1.038
134675	1.038
134779	1.038
134787	1.038
134927	1.038
135060	1.038
135301	1.038
135303	1.038
135377	1.038
135480	1.038
135486	1.038
135503	1.038
135555	1.038
135737	1.038
135929	1.038
136011	1.038
136026	1.038
136194	1.038
136452	1.038
136552	1.038
136579	1.038
136591	1.038
136685	1.038
136740	1.038
136800	1.038
136801	1.038
137050	1.038
137051	1.038
137058	1.038
137173	1.038
137393	1.038
137432	1.038
137543	1.038
137588	1.038
137841	1.038
137964	1.038
137970	1.038
138048	1.038
138068	1.038
138111	1.038
138217	1.038
138294	1.038
138485	1.038
138577	1.038
138596	1.038
138631	1.038
138751	1.038
138795	1.038
138818	1.038
138823	1.038
138864	1.038
138980	1.038
138995	1.038
139065	1.038
139260	1.038
139502	1.038
139506	1.038
139521	1.038
139606	1.038
139697	1.038
139702	1.038
139706	1.038
139735	1.038
139782	1.038
140267	1.038
140387	1.038
140471	1.038
140504	1.038
140518	1.038
140586	1.038
140627	1.038
140778	1.038
140891	1.038
140946	1.038
141050	1.038
141193	1.038
141221	1.038
141247	1.038
141464	1.038
141560	1.038
141608	1.038
141612	1.038
141627	1.038
141764	1.038
141889	1.038
141906	1.038
141922	1.038
141939	1.038
142000	1.038
142172	1.038
142200	1.038
142201	1.038
142445	1.038
142651	1.038
142660	1.038
142687	1.038
142689	1.038
142790	1.038
142913	1.038
143270	1.038
143334	1.038
143388	1.038
143591	1.038
143613	1.038
143698	1.038
143868	1.038
143992	1.038
144011	1.038
144349	1.038
144407	1.038
144558	1.038
144566	1.038
144690	1.038
144803	1.038
144806	1.038
144832	1.038
144850	1.038
144868	1.038
144892	1.038
145101	1.038
145169	1.038
145219	1.038
145247	1.038
145380	1.038
145447	1.038
145678	1.038
145729	1.038
145805	1.038
145983	1.038
146013	1.038
146025	1.038
146083	1.038
146161	1.038
146219	1.038
146355	1.038
146530	1.038
146574	1.038
146582	1.038
146601	1.038
146703	1.038
146817	1.038
146824	1.038
146826	1.038
146915	1.038
147014	1.038
147038	1.038
147078	1.038
147160	1.038
147216	1.038
147301	1.038
147635	1.038
147643	1.038
147885	1.038
148021	1.038
148077	1.038
148231	1.038
148363	1.038
148465	1.038
148503	1.038
148513	1.038
148622	1.038
148920	1.038
148925	1.038
148989	1.038
149006	1.038
149230	1.038
149398	1.038
149844	1.038
149961	1.038
150007	1.038
150074	1.038
150152	1.038
150343	1.038
150456	1.038
150507	1.038
150630	1.038
150651	1.038
150768	1.038
150855	1.038
150922	1.038
150933	1.038
150934	1.038
151103	1.038
151114	1.038
151268	1.038
151398	1.038
151418	1.038
151561	1.038
151568	1.038
151592	1.038
151607	1.038
151725	1.038
151758	1.038
151869	1.038
152266	1.038
152341	1.038
152366	1.038
152815	1.038
152901	1.038
152945	1.038
153029	1.038
153047	1.038
153049	1.038
153096	1.038
153250	1.038
153345	1.038
153499	1.038
153528	1.038
153780	1.038
153785	1.038
153789	1.038
153824	1.038
153881	1.038
154065	1.038
154203	1.038
154213	1.038
154216	1.038
154256	1.038
154289	1.038
154536	1.038
154853	1.038
154983	1.038
155012	1.038
155124	1.038
155147	1.038
155375	1.038
155407	1.038
155523	1.038
155660	1.038
155682	1.038
155701	1.038
155703	1.038
155707	1.038
156164	1.038
156238	1.038
156389	1.038
156405	1.038
156626	1.038
156743	1.038
156819	1.038
156853	1.038
156862	1.038
156876	1.038
156887	1.038
157041	1.038
157082	1.038
157100	1.038
157199	1.038
157212	1.038
157307	1.038
157445	1.038
157546	1.038
157596	1.038
157998	1.038
158064	1.038
158194	1.038
158301	1.038
158570	1.038
158641	1.038
158699	1.038
159028	1.038
159058	1.038
159069	1.038
159070	1.038
159134	1.038
159176	1.038
159179	1.038
159310	1.038
159408	1.038
159701	1.038
159783	1.038
159898	1.038
159924	1.038
159929	1.038
159941	1.038
159969	1.038
160004	1.038
160153	1.038
160275	1.038
160308	1.038
160420	1.038
160569	1.038
160583	1.038
160630	1.038
160641	1.038
160725	1.038
160753	1.038
160878	1.038
160882	1.038
160887	1.038
161014	1.038
161034	1.038
161052	1.038
161056	1.038
161070	1.038
161116	1.038
161144	1.038
161176	1.038
161207	1.038
161241	1.038
161280	1.038
161369	1.038
161407	1.038
161593	1.038
161624	1.038
161761	1.038
161765	1.038
161911	1.038
161946	1.038
162242	1.038
162273	1.038
162335	1.038
162461	1.038
162526	1.038
162721	1.038
162844	1.038
162858	1.038
162883	1.038
162945	1.038
162971	1.038
163054	1.038
163321	1.038
163367	1.038
163378	1.038
163423	1.038
163472	1.038
163473	1.038
163527	1.038
163556	1.038
163942	1.038
164163	1.038
164342	1.038
164607	1.038
164653	1.038
164807	1.038
164847	1.038
164914	1.038
164920	1.038
165082	1.038
165222	1.038
165319	1.038
165510	1.038
165608	1.038
165686	1.038
165981	1.038
166063	1.038
166125	1.038
166274	1.038
166386	1.038
166388	1.038
166523	1.038
166762	1.038
166854	1.038
166968	1.038
167131	1.038
167436	1.038
167643	1.038
167706	1.038
167775	1.038
167867	1.038
167983	1.038
168058	1.038
168182	1.038
168220	1.038
168565	1.038
168575	1.038
168584	1.038
168756	1.038
168849	1.038
169124	1.038
169208	1.038
169562	1.038
169563	1.038
169689	1.038
169735	1.038
169762	1.038
169793	1.038
169832	1.038
170525	1.038
170693	1.038
170763	1.038
170998	1.038
171010	1.038
171078	1.038
171088	1.038
171140	1.038
171180	1.038
171188	1.038
171207	1.038
171275	1.038
171278	1.038
171337	1.038
171341	1.038
171374	1.038
171418	1.038
171486	1.038
171662	1.038
171727	1.038
171731	1.038
171736	1.038
171774	1.038
171795	1.038
171796	1.038
171808	1.038
171821	1.038
171827	1.038
171867	1.038
172079	1.038
172271	1.038
172286	1.038
172364	1.038
172407	1.038
172424	1.038
172804	1.038
172837	1.038
172842	1.038
172919	1.038
173096	1.038
173128	1.038
173251	1.038
